data_id;University Name;Meta Data;URL;Author;title;Abstract;Academic Level;Published Year;Keywords;Cite;;;;
PhD_69;University of Tennessee – Knoxville;Degree: 2021, University of Tennessee – Knoxville;"URL: https://trace.tennessee.edu/utk_graddiss/6645 
;
https://trace.tennessee.edu/context/utk_graddiss/article/7871/viewcontent/Philip_M_Dee_Dissertation_2021.pdf";Dee, Philip M;Numerical Studies of Superconductivity and Charge-Density-Waves: Progress on the 2D Holstein Model and a Superconductor-Metal Bilayer.;"The problem of superconductivity has been central in many areas of condensed matter physics for over 100 years. Despite this long history, there is still no theory capable of describing both conventional and unconventional superconductors. Recent experimental observations such as the dilute superconductivity in SrTiO3 and near room-temperature superconductivity in hydride compounds under extreme pressure have renewed interest in electron-phonon systems. Adding to this is evidence that electron-phonon coupling may play a supporting role in unconventional systems like the cuprates and monolayer FeSe on SrTiO3.
One way to make sense of these observations is to construct simple models that capture the essential physics. Among the models with electron-phonon interactions, the simplest and most studied is the two-dimensional Holstein model. It describes a single band of electrons that hop between sites on a square lattice and interact with atomic oscillators by coupling linearly to their displacements. This model gives rise to superconductivity and charge-density-wave order spanning different regions of doping. Surprisingly, even this model is not entirely understood.
First, we present a comprehensive study of the Holstein model phase diagram using self-consistent many-body perturbation theory. We then discuss one potential avenue for accelerating non-perturbative quantum Monte Carlo simulations of electron-phonon models using artificial neural networks. Following these topics, we wrap up the electron-phonon-related part by discussing the importance of nonlinear interaction terms and moving beyond the Holstein model.
The last problem of this dissertation revisits a proposal by Steve Kivelson. He hypothesized and later showed that coupling a superconductor with a large pairing scale but low phase stiffness to a metal raises the transition temperature (Tc). Expanding on previous work, we studied a more general case with a 2D negative-U Hubbard model coupled with a metallic layer via single-particle tunneling. Here, we use the dynamical cluster approximation to estimate Tc, finding it is maximal for finite tunneling values, thereby confirming Kivelson’s hypothesis in the general case. Collectively, the results in this dissertation shed new light on superconductivity in conventional systems and demonstrate a need to incorporate more aspects of real materials into models.";PhD;2021;;"Dee, P. M. (2021). Numerical Studies of Superconductivity and Charge-Density-Waves: Progress on the 2D Holstein Model and a Superconductor-Metal Bilayer. (Doctoral Dissertation). University of Tennessee – Knoxville.  Retrieved from https://trace.tennessee.edu/utk_graddiss/6645 ; https://trace.tennessee.edu/context/utk_graddiss/article/7871/viewcontent/Philip_M_Dee_Dissertation_2021.pdf";;;;
PhD_70;University of Bristol;Degree: PhD, School of Physics, 2022, University of Bristol;URL: https://research-information.bris.ac.uk/en/studentTheses/e7c68b97-6da2-46c3-b39e-8da650984932;Osmond, Israel Z;Superconducting Gap Measurements at Extreme Conditions.;Despite the additional experimental difficulty required for high pressure measurements, the ability to tune materials with applied pressure opens up a remarkable phase space of novel structures, stoichiometries and exploration through the rich phase diagrams of condensed matter systems. Exploring the interplay of these ordered phases is vital in understanding the underlying superconductivity present in many of these such materials. For the field of high temperature superconductivity, the hydride family of superconductors have the highest experimentally verified critical temperatures, but are only currently stable and accessible with experiments in the megabar pressure range. As the current best candidates for room-temperature superconductivity, research is vital in characterising these hydride compounds at extreme conditions. This thesis covers a variety of compounds and experimental techniques, but grouped under the topic of superconductors under pressure. In particular, these measurements focus on characterising the pairing gap, a key parameter in understanding the nature of superconductivity in all superconductors.   Firstly, hydrostatic pressure up to 8 GPa has been used to suppress the charge-density wave phase in the transition metal dichalchogenide NbSe2, where measurements of the magnetic susceptibility track the superconducting critical temperature with applied pressure. Here, the onset temperature of the charge density wave (CDW) and superconducting phases (SC) show a clear anticorrelation, revealing a competition for electronic density of states between these two phases. Magnetisation measurements also show a sharp increase in the lower critical field with applied pressure that cannot be solely explained by a SC-CDW competition, but instead indicates unconventional superconducting behaviour in NbSe2. Fits to the temperature-dependent superfluid density are used to measure a superconducting gap magnitude as a function of pressure.  Secondly, measurements of two elemental superconductors are presented under extreme conditions. Raman measurements on elemental sulphur observe a clear asymmetric excitation between 80 and 150 GPa that can be attributed to the CDW amplitude mode. This mode is observed to undergo a weakly first-order phase transition at the SIV-SV structural phase boundary, with additional phonon modes visible below 150 GPa used to map the series of structural transitions that occur above ambient pressure. Electrical measurements on the same sample reveal a sharp increase in the superconducting critical temperature Tc at high pressure that, contrary to previous interpretations, is shown to not be related to a structural transition. Instead, fits to the temperature-dependent electrical resistivity provide evidence for a pressure-induced electronic transition from a single to multiband superconductor. Likewise, tunneling spectroscopy measurements on elemental lanthanum are used to probe the superconducting gap structure at 90 GPa, where nonlinear IV…;PhD;2022;;Osmond, I. Z. (2022). Superconducting Gap Measurements at Extreme Conditions. (Doctoral Dissertation). University of Bristol.  Retrieved from https://research-information.bris.ac.uk/en/studentTheses/e7c68b97-6da2-46c3-b39e-8da650984932;;;;
PhD_71;Universitat Autònoma de Barcelona;Degree: Universitat Autònoma de Barcelona. Programa de Doctorat en Ciència de Materials, 2022, Universitat Autònoma de Barcelona;URL: http://hdl.handle.net/10803/675762;Fernández Rodríguez, Alejandro;Field-Induced Reversible Tuning of Oxygen Doping in High-Temperature Superconductors.;"Modulation of carrier concentration in strongly correlated oxides offers the unique opportunity to induce different phases in the same material, which dramatically change their physical properties. Specially, the possibility of reversibly modifying the metal-insulator transition (MIT) in perovskite oxides, by means of an electric field as the external control parameter, is a very active area of research in condensed matter physics, and a promising technique to generate new solid-state devices with interesting functionalities. In this thesis we have studied the electric manipulation of the metal (superconducting) to insulator transition in high-temperature superconductor YBa2Cu3O7-x thin films by field-induced oxygen doping. We demonstrate that non-volatile volume phase transitions can be locally modulated to fabricate transistor-like devices, with free-resistance channels, in which the electric field magnitude and direction, temperature, and anisotropic oxygen mobility determine their characteristics. Moreover, we have shown the potential to tune the oxygen doping in an extended region of YBCO patterned structures by mass-selective migration of oxygen atoms induced by electromigration effects. The studied devices work both at the superconducting and normal state thus providing the basis for the design of room temperature multi-terminal memristive structures, as a promising approach for neuromorphic computing applications, as well as emerging functional superconducting systems. The knowledge acquired throughout this work opens up opportunities for the design of novel devices for energy-efficient Information and Communication Technologies (e-ICT).
Advisors/Committee Members: alejandrofer90@gmail.com (authoremail), true (authoremailshow), Palau Masoliver, Ana Maria (director), Mestres Andreu, Narcís (director).";PhD;2022;;Fernández Rodríguez, A. (2022). Field-Induced Reversible Tuning of Oxygen Doping in High-Temperature Superconductors. (Doctoral Dissertation). Universitat Autònoma de Barcelona.  Retrieved from http://hdl.handle.net/10803/675762;;;;
PhD_72;University of Waterloo;Degree: Electrical and Computer Engineering, 2022, University of Waterloo;URL: http://hdl.handle.net/10012/18919;Khaira, Navjot Kaur;Reconfigurable Cryogenic Microwave Devices Using Low Temperature Superconducting rf-SQUIDs.;"In the physical implementation of modern superconducting quantum computing systems, microwaves play a significant role in the control and measurement of qubits. The advances towards the use of microwaves in the quantum signal processing regime have inspired research on a suite of superconducting radio frequency (RF) components such as phase shifters, beam splitters, circulators, isolators, Josephson parametric amplifiers, and kinetic inductance travelling wave amplifiers. Although many room-temperature microwave components are commercially available, but there is a need to develop cryogenic microwave components, considering the challenges involved in the successful delivery of room-temperature generated microwave signals to the qubit chip. For the furtherance of large-scale quantum systems, tremendous efforts are being made to integrate the microwave photon generation, modulation, and routing in the cryogenic conditions adjacent to the qubits. This has created an urgent demand for various superconducting RF components.   

In order to tune the phase of on-chip coherent microwave sources in cryogenic environment, a compact, low-loss, fast-tunable, wideband phase shifter is needed. Superconducting phase shifters are also employed in the chip-to-chip quantum network communication with microwave photons and have recently found applications in the future secure communication using far-field microwave quantum technologies. This thesis reports the development of radio frequency superconducting quantum interference devices (rf-SQUIDs) based analog phase shifters for such quantum applications. Each rf-SQUID is a superconducting loop shunted by a Josephson junction (JJ) and a long array of rf-SQUIDs is coupled with a low temperature superconductor (LTS) niobium (Nb) microwave transmission line (TL). The inductance of rf-SQUIDs is dependent on the flux threading the loop, which can be precisely controlled by applying a dc current or RF power or a combination of the two. Since the variable inductance of an array of rf-SQUIDs is tightly coupled the TL, they change the inductance of the TL leading to a phase shift. The issue with this design is that the phase shift is achieved at the expense of changing characteristic impedance of the TL. In order to address this issue, a phase shifter using a reflective-type topology is developed. It utilizes a superconducting hybrid coupler monolithically integrated with two tunable reflective loads. An array of rf-SQUIDs is used to achieve inductive tuning in the reflective loads, resulting in a broadband true time delay phase shift. The inductance tuning using rf-SQUIDs is also demonstrated in a superconducting microwave resonator which offers ultra-wide tuning range of 1.24 GHz at the fundamental resonance at 5.6 GHz. Superconducting tunable resonators have vast potential applications in microwave tunable filters, tunable couplers, tunable parametric amplifiers, SQUID multiplexers, and astrophysical detectors.

This thesis reports first ever implementation of a power dependent cryogenic…
Advisors/Committee Members: Mansour, Raafat (advisor), Mansour, Raafat (advisor), Faculty of Engineering (affiliation1).";PhD;2022;;Khaira, N. K. (2022). Reconfigurable Cryogenic Microwave Devices Using Low Temperature Superconducting rf-SQUIDs. (Thesis). University of Waterloo.  Retrieved from http://hdl.handle.net/10012/18919;;;;
PhD_73;Penn State University;Degree: 2022, Penn State University;URL: https://etda.libraries.psu.edu/catalog/24231yzz205;Zhao, Yifan;EXPLORATION OF HIGH CHERN NUMBER AND HIGH TEMPERATURE QUANTUM ANOMALOUS HALL EFFECT.;"Charge-based semiconductor devices are the building blocks of modern electronics. Current flowing through a semiconductor inevitably incurs energy dissipation, the management of which is a key challenge for circuit miniaturization. The search for alternative paradigms of electronics and alternative electronic degrees of freedom, such as spin, is a vibrant frontier in condensed matter physics. Electrons can travel without resistance in a superconductor by forming Cooper pairs; this phenomenon enables the powerful magnets used in magnetic resonance imaging. Wider deployment, however, is limited by the lack of a room-temperature superconductor. Dissipation-free transport can also occur in a two-dimensional “topological insulator (TI)”, a material in which the interior is insulating but electrons can travel with less resistance along one-dimensional conducting channels known as edge states [1,2]. A quantum Hall (QH) insulator formed by a sheet of electrons in a strong magnetic field (Nobel Prize in Physics, 1985, 1998) [3] is a special TI material in which edge state current can propagate clockwise or counter-clockwise with zero resistance even at room temperature [4]. The need for an external magnetic field, however, hampers the development of energy-efficient technologies based on the ballistic transport of QH edge states.
The necessity of an external magnetic field can be circumvented by exploiting the internal magnetization of a ferromagnet. The possibility of a QH effect at zero magnetic field, now known as the “quantum anomalous Hall (QAH) effect”, was envisioned by Haldane in 1988 [5] and first realized experimentally by Chang et al. in 2013 [6]. The QAH effect possesses a quantized Hall resistance of h/Ce2 with spin-polarized dissipation-free chiral edge channels at zero magnetic field, where C, known as the Chern number, corresponds to the number of chiral edge channels. The resistance-free chiral edge channels of the QAH state have been predicted to have potential applications for the exploration of Majorana physics and the next generation of spintronic and electronic devices with low-power consumption.
This dissertation focuses on the molecular beam epitaxy (MBE) growth, characterization, and electrical transport measurements of the magnetic TI and QAH insulators, intending to explore the QAH effect with higher Chern numbers and higher critical temperatures. 
The first topic we addressed is the realization of the high Chern number QAH effect (Chapter 3). The QAH effect has been realized in magnetic TI and twisted moiré material systems. However, the QAH effect in these systems was limited to the Chern number C = 1. In other words, there is only one chiral edge channel in QAH insulators. In C = 1 QAH insulators, the chiral edge current is dissipationless, but the contact resistance between the normal metal electrodes and the chiral edge channels still exists. This contact resistance constrains even proof-of-concept devices that take use of the chiral edge channel transport at zero magnetic field. Here we used…
Advisors/Committee Members: Chaoxing Liu, Major Field Member, Venkatraman Gopalan, Outside Unit & Field Member, Nitin Samarth, Major Field Member, Cuizu Chang, Chair & Dissertation Advisor, Nitin Samarth, Program Head/Chair.";PhD;2022;;Zhao, Y. (2022). EXPLORATION OF HIGH CHERN NUMBER AND HIGH TEMPERATURE QUANTUM ANOMALOUS HALL EFFECT. (Thesis). Penn State University.  Retrieved from https://etda.libraries.psu.edu/catalog/24231yzz205;;;;
PhD_74;Chalmers University of Technology;Degree: Chalmers University of Technology / Department of Microtechnology and Nanoscience (MC2), 2022, Chalmers University of Technology;URL: https://odr.chalmers.se/handle/20.500.12380/305738;Biagi, Marco;"La2-xSrxCuO4 thin films and nanostructures to study local ordering phenomena in a striped superconductor
.";"Since their discovery in 1986, cuprates high critical temperature superconductors
(HTS) represent one of the most fascinating class of materials in condensed matter
physics. Understanding the underlying mechanism behind high-Tc superconductivity
is a real challenge, which could results in the possibility to design in the
future a room-temperature superconductor, a technological holy grail allowing an
energy-efficiency revolution, and the large-scale realization of applications such as
magnetically levitated trains and quantum computers. The strong electron-electron
correlations in HTS lead to the formation of exotic charge and spin orders such as
charge density waves (CDW) and spin density waves (SDW), that are respectively
charge and spin density periodic spatial modulations. In La-based cuprates, as
La2-xSrxCuO4 (LSCO), CDW and SDW are characterized, in a well-defined portion
of the phase diagram, by a well-defined relation of periodicity, forming the so-called
stripe order. The understanding of these local orders is crucial, since they have
been recently reported to be responsible for the superconducting and normal state
of HTS. Their nature can be effectively investigated in thin films, where the strain
induced by the substrate, and the confinement of the HTS at the nanoscale, have
been proven to be two powerful knobs to manipulate these orders and understand
their mutual interaction. The fabrication of HTS nanostructures is a very challenging
task, and up to now relevant results were obtained mainly for YBa2Cu3O7-δ. We
optimized the growth of 20 nm thick optimally doped LSCO thin films on LaSrAlO4
(001) substrates by Pulsed Laser Deposition. The films are smooth, as confirmed by
atomic force microscopy and reflection high-energy electron diffraction, and highly
crystalline, as confirmed by X-ray diffraction. Our best films show a Tc ∼ 39 K,
comparable to the bulk value. Finally, we realize LSCO nanowires down to 50 nm
width. We measure their Jc values and study the Jc(T). To prove the high degree
of homogeneity of our nanowires, we compare the value of J0
c , obtained by fitting
the Jc(T) with the Bardeen expression, to the Ginzburg-Landau theoretical limit
for the depairing current Jv, due to vortex motion. Our results pave the way for the
study of LSCO ground state at the nanoscale.";PhD;2022;;"Biagi, M. (2022). La2-xSrxCuO4 thin films and nanostructures to study local ordering phenomena in a striped superconductor
. (Thesis). Chalmers University of Technology.  Retrieved from https://odr.chalmers.se/handle/20.500.12380/305738";;;;
PhD_75;Princeton University;Degree: PhD, 2022, Princeton University;URL: http://arks.princeton.edu/ark:/88435/dsp016969z394t;Shumiya, Nana;"Topological kagome magnets and superconductors: a view with scanning tunneling spectro-microscopy
.";"The field of topological physics has seen an explosion in research efforts and interest in a wide variety of the field within recent years. It began with an experimental discovery of the quantum Hall effect in 1980s and within only a few decades or so, it has expanded into a rich and wide field of study including recent discoveries of topological insulators, Weyl and Dirac semimetals, topological superconductors and so forth. In the meantime, scanning tunneling microscopy has been used as one of the most powerful instruments to study exotic phenomena in topological systems due to its unique capability to probe atomically resolved electronic quantum states. In this dissertation, we present the experimental realization on novel topological systems including several materials consisting of a kagome layer(s) which is a promising new platform to explore novel quantum many-body physics. In the first chapter, I will discuss two systems whose electronic structures are related to topological insulators; in TbMn6Sn6, we discovered a quantum-limit Chern phase, and in Bi4Br4, we demonstrated the possibility of the room temperature quantum spin Hall edge state which is also a higher-order topological insulator. In the second chapter, I will explore three compounds with intrinsic magnetic properties; in HoSbTe, we found the magnetism-driven transition of the electronic states; in CoSn, our results provided the first example of flat-band phonon coupled in electronic excitations and its strong interaction with fermionic degrees of freedom in kagome system; and in Co3Sn2S2 with In doping, we demonstrated the strong spin-orbit effect of the single-atomic impurity at the quantum level, which is of importance in quantum information science. Finally, two topological superconductor candidate systems will be discussed, KV3Sb5 and RbV3Sb5 where we discovered unconventional chiral charge order. These results featured novel quantum phenomena and phases which arise from a delicate interplay among spin-orbit coupling, band topology, many-body interactions, and uniqueness of lattice geometry. These novel topological magnets and superconductors constitute new platforms for further discovery of exotic quantum phenomena relevant to quantum information science in future experiments.
Advisors/Committee Members: Hasan, M. Zahid (advisor).";PhD;2022;;"Shumiya, N. (2022). Topological kagome magnets and superconductors: a view with scanning tunneling spectro-microscopy
. (Doctoral Dissertation). Princeton University.  Retrieved from http://arks.princeton.edu/ark:/88435/dsp016969z394t";;;;
PhD_76;University of Maryland;Degree: Material Science and Engineering, 2022, University of Maryland;URL: http://hdl.handle.net/1903/29242;Barcikowski, Zachary Scott;Plasma Oxidized AlOx Tunnel Barriers and Nb/Al Bilayers Examined by Electrical Transport.;"Results are reported for two related projects: the examination of material stability of plasma oxidized, free energy confined aluminum oxide and the evolution of the electronic structure in Nb/Al bilayers as a function of Al thickness. Al/AlOx and Nb are critical materials for solid-state quantum computing, mostly driven by the relatively large superconducting gap of Nb (1.5 meV) and ∼ 2 nm diffusion limited oxide formed on Al with room temperature thermal oxidation. Plasma oxidation and free energy confinement of AlOx with Co electrodes is used to produce homogeneous tunnel barriers with an O/Al ratio approaching Al2O3. The weeks long time stability of resulting metal-insulator-metal tunnel junctions is found to greatly improve, as resistance measured over ≈ 8 months increases by 34.0 ± 5.4 % in the confined devices (Co/AlOx/Co) compared to an increase of 95.4 ± 7.8 % in unconfined devices (Co/Al/AlOx/Co). In the second experiment, normal metal-insulator-superconductor (NIS) tunnel junctions are used to study the interplay of superconducting properties in Nb/Al bilayers as a function of Al thickness. The performance of superconducting quantum information devices is sensitive to thedetailed nature of the superconducting state in the materials, which is drastically altered through proximity in the case of dissimilar materials. I extract the effective Nb/Al quasiparticle DOS from the conductance spectra of NIS tunnel junctions
with Nb/Al superconducting electrodes. The conductance spectra evolve from a primarily single-gapped structure for thin Al (< 20 nm) to a dual gapped structure at thicker Al. I present a modified Blonders-Tinkham-Klapwijk (BTK) based model
interpreting the conductance spectra as a steady-state convolution of the Al-like DOS and the Nb-like DOS in the bilayer. These results inform future device design for quantum information by providing additional grounding to current proximity
effect theory.
Advisors/Committee Members: Cumings, John (advisor), Pomeroy, Joshua (advisor).";PhD;2022;;Barcikowski, Z. S. (2022). Plasma Oxidized AlOx Tunnel Barriers and Nb/Al Bilayers Examined by Electrical Transport. (Doctoral Dissertation). University of Maryland.  Retrieved from http://hdl.handle.net/1903/29242;;;;
PhD_77;University of California;Degree: 2022, University of California;URL: https://escholarship.org/uc/item/79v7d9hh;Wu, Wangzhou;Molecular Beam Epitaxy of Perovskite BaSnO3 and Antiperovskite Sr3SnO Thin Films.;"This thesis aims to explore and understand the structural and electrical properties of the antiperovskite Sr3SnO and the perovskite BaSnO3. Despite both being stannates, their properties are very different. Highly Sr-deficient Sr3-xSnO has been proposed as a possible topological superconductor because of its band structure is theoretically predicted to be topologically non-trivial, and a superconducting transition in bulk Sr3-xSnO (x ~ 0.5) polycrystalline ceramics is experimentally observed at ~ 4 K. In contrast, BaSnO3 is not topological, but it is a candidate as a next-generation transparent conducting oxide and wide band-gap semiconductor for power electronics. Bulk BaSnO3 crystals are reported to have room temperature mobilities above 300 cm2V-1s-1. The challenges in the research of Sr3SnO and BaSnO3 are also different. To date, the superconductivity in Sr3SnO has only been observed in highly Sr-deficient bulk polycrystalline ceramics containing secondary phases. The impurity phases make the study of the intrinsic properties of Sr3SnO difficult. Most importantly, the roles of these phases in the origin of superconductivity are poorly understood. Molecular beam epitaxy (MBE) of Sr3SnO films has been reported, but phase purity is not assured. As for BaSnO3, high-quality thin films are desired because they can be epitaxially integrated with various other perovskites to make advanced devices. Different MBE methods to grow BaSnO3 thin films have been developed. Still, the highest room-temperature carrier mobility values in films are between 150 to 180 cm2V-1s-1, well below the value observed in bulk crystals. Prior to the work discussed in this thesis, the upper limit of the carrier mobility inside BaSnO3 films was mainly attributed to threading dislocations. 
In this work, oxide MBE is demonstrated to be capable of growing phase-pure Sr3SnO thin films. Exploration within the phase-pure growth window achieved a film with a hole mobility of 400 cm2V-1s-1 (highest in literature) and carrier density of 3.7 × 1018 cm-3 (lowest in literature) at 10 K. However, none of the phase-pure films were superconductive, raising questions as to whether the hole carrier density was high enough given that the superconductive bulk Sr3-xSnO polycrystalline ceramics have carrier densities above 1021 cm-3. This motivated research using indium as a dopant to increase the hole carrier density. It was found that the hole carrier density could be precisely tuned by varying the indium source temperature. Unfortunately, even a film with a hole carrier density above 1021 cm-3 was still not superconductive. Therefore, the superconductivity observed in bulk Sr3-xSnO polycrystalline ceramics is possibly extrinsic.
The same oxide MBE system was used to grow BaSnO3 thin films. Lattice-matched substrates were used to reduce the threading dislocations inside the BaSnO3 films. However, this reduction did not improve carrier mobility, indicating that other defects may play important roles. Therefore, point defects were investigated as the potential…
Advisors/Committee Members: Stemmer, Susanne.";PhD;2022;;Wu, W. (2022). Molecular Beam Epitaxy of Perovskite BaSnO3 and Antiperovskite Sr3SnO Thin Films. (Thesis). University of California.  Retrieved from https://escholarship.org/uc/item/79v7d9hh;;;;
PhD_78;University of Strathclyde;Degree: phd, Department of Electronic and Electrical Engineering, 2022, University of Strathclyde;URL: https://stax.strath.ac.uk/concern/theses/n870zr298;Elwakeel, Abdelrahman Salaheldin;Characterisation and design of power electronic converters for superconducting applications.;"There is a large and growing interest in superconductor applications, as they can offer optimised solutions in different areas, such as all-electric aircraft (superconducting motors), and fusion magnets (superconducting magnet accelerators) and levitation (superconducting Maglev levitation). For these applications, auxiliary circuits (converters, inverters) that utilise power electronics are required. As all superconducting systems require cooling cryostats, it would be better from the engineering point of view to have the entire electrical network inside the cryostat. This, in turn, requires power electronics to operate at lower temperatures. Literature has indicated that characteristics of semiconductor devices at cryogenic temperatures (below 123 K) change; this, in turn, would reflect on a) device selection and b) circuit topologies. Thus, this thesis aims to fill the research gaps in the performance of cryogenic power electronics suitable for superconducting applications mainly a) all-electric aircraft and b) superconducting magnet systems.For the gap in device selection for superconducting applications, different devices including diodes, MOSFETs and IGBTs were tested. The devices are first characterised at room temperature (300 K) and then tested at Liquid Nitrogen (LN2) temperature (77 K). The characterisation tests included 1) static tests, 2) dynamic tests and 3) paralleling tests. For the dynamic tests, this thesis has proposed a bespoke current sensor that can operate at cryogenic temperature with high bandwidth, as commercial current sensors are not suitable for immersion in cryogenic temperature zones. Based on these tests, circuits were built to test cryogenic power electronics suitable for the two superconducting applications mentioned earlier.For the all-electric aircraft, the thesis aimed to fill in two gaps; 1) implementing a cryogenic rectifier integrated with a partial superconducting machine and 2) using different permutations of phase-leg utilising super-junction MOSFETs at cryogenic temperature. At first, the rectifier was immersed in liquid nitrogen and was connected to a superconducting machine where it was shown to have lower losses at that temperature. For the super junction MOSFET, the thesis has tested for the first time the effect of cryogenic temperature on different permutations of diode deactivation circuits in a phase-leg structure. Based on the test results a phase-leg dc/ac using super-junction MOSFET was built and assessed at room and cryogenic temperature to determine its performance.As for the superconducting magnet applications, the thesis has developed a tailored cryogenic dc/dc converter that utilises a nano-crystalline core step up the current at lower temperatures. The converter was able to supply current up to 500 A.In summary, this thesis 1) identifies which devices with a rating of 1200 V are suitable for cryogenic applications 2) develops a bespoke current sensor, 3) tests a rectifier circuit implemented with the superconducting machine, 4) investigates the usage of a…";PhD;2022;;Elwakeel, A. S. (2022). Characterisation and design of power electronic converters for superconducting applications. (Doctoral Dissertation). University of Strathclyde.  Retrieved from https://stax.strath.ac.uk/concern/theses/n870zr298;;;;
PhD_79;University of California;Degree: 2022, University of California;URL: https://escholarship.org/uc/item/6fc9f16k;Teicher, Samuel Moses Langford;Orbital design and electronic structure of topological metals.;"Topological materials are an exciting new area of inquiry. These materials exhibit fundamentally new and nonlocal phenomena including spin-polarized surface states. More tantalizing is the prediction that an intrinsic topological superconductor could exhibit quasi-particles called Majorana anyons and provide the materials platform for building a quantum computer robust to many of the decoherence effects that plague competing quantum computation technologies. A scalable quantum computer would be able to solve many problems that are fundamentally intractable with current computing technologies and is hoped to provide a path towards understanding some of the most difficult contemporary physics questions such as the interaction of electrons in correlated systems.While new topological materials – especially topological superconductors – are desired, design rules for predicting new topological metals are far from understood. Electronic materials discovery, especially in the laboratory, is largely driven by chemical understanding of the atomic bonding motifs in the crystalline structure that generate relevant electronic structure features. By modifying these motifs via chemical substitution and comparing with carefully constructed simulations, new topological materials are discovered and understood. Here, we present computational studies on five families of topological metals with varying functional properties, ranging from catalytic activity to complex magnetic ordering and superconductivity. In each study, emphasis is placed on the orbital origins of the predicted topological electronic structure.The first part of the dissertation explores bonding interactions and electronic structure in three cubic metals: Na(Pd,Pt)3O4, Mn3ZnC, and LaIn3. Chapter 2 describes the bonding of palladium and platinum d orbitals with square-planar coordinating O p orbitals in NaPd3O4 and NaPt3O4. This unusual geometry generates an inversion of dx2-y2 and dz2 bands, yielding an exotic nodal cube state that is a higher-degeneracy analog of a Dirac semimetal. Spin-orbit coupling effects partially fragment this cube, with stronger fragmentation in the Pt containing compound. Chapter 3 follows the electronic structure progression of antiperovskite Mn3ZnC, which transitions from a ferromagnetic room temperature phase to a distorted non-collinear magnetic structure at low temperatures. The electronic structure of this material can largely be understood in terms of Mn d bonding and magnetism. The ferromagnetic phase is shown to host topological Weyl nodes and surface states. The Weyl nodes are largely gapped and eliminated in the low temperature phase. The removal of Weyl nodes via structural distortion and antiferromagnetic ordering is likely common to a wider variety of Weyl metals. In chapter 4, the Fermi surface of auricupride LaIn3 is simulated and compared to experimental quantum oscillation measurements. The electronic structure is explained in terms of a simple tight-binding model involving only In p orbital interactions with close…
Advisors/Committee Members: Seshadri, Ram.";PhD;2022;;Teicher, S. M. L. (2022). Orbital design and electronic structure of topological metals. (Thesis). University of California.  Retrieved from https://escholarship.org/uc/item/6fc9f16k;;;;
PhD_80;University of Manchester;Degree: 2022, University of Manchester;URL: http://www.manchester.ac.uk/escholar/uk-ac-man-scw:332022;Suddards, Amy Constance;"Optimising the Performance of Wideband Low Noise
Amplifiers for Radio Astronomy Applications.";"State-of-the-art front-end receivers for radio
astronomy require low noise receiver elements in order to provide
the sensitivity needed to observe weak celestial signals. These
faint signals are collected by a feed horn and amplified by Low
Noise Amplifiers (LNAs) or Superconductor-Insulator-Superconductor
(SIS) mixers at the front of the receiver. Until recent years, SIS
mixers have dominated as the leading detector choice for low noise
at high frequencies. Advancements in transistor technologies have
allowed for the development of LNAs able to challenge the
performance of SIS mixers for radio astronomy use at 100GHz and
beyond. This thesis describes the design of a K-band (18-27 GHz)
LNA using a commercially available GaAs pHEMT process from WIN
semiconductors for operation in the e-MERLIN receiver system. The
LNA presented shows a simulated room temperature (290K) noise
performance of 101K across the band with an estimated cryogenic
noise temperature of 14K and 29dB of gain. It also presents the
design of two high frequency waveguide to microstrip transitions
for use with MMIC LNAs for proposed wideband upgrades to the ALMA
band 4 and 5 (125-211 GHz) and band 6 and 7 (211-373GHz) receivers.
These transitions have a low simulated return loss, below 0.3dB and
0.75dB and insertion loss better than -9dB and -14dB respectively.
The designs presented in this thesis have comparable performance to
current state-of-the-art designs in the literature and provide
excellent solutions for radio astronomy
applications.";PhD;2022;;"Suddards, A. C. (2022). Optimising the Performance of Wideband Low Noise
Amplifiers for Radio Astronomy Applications. (Doctoral Dissertation). University of Manchester.  Retrieved from http://www.manchester.ac.uk/escholar/uk-ac-man-scw:332022";;;;
